,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
1429,1814,1163,14,q2583256hr,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1430,1815,1584,15,q2583256hr,conventional,<p>My back is really sore.</p>,0,2,back,nonconventional,request,1
1431,1816,1500,16,q2583256hr,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1432,1817,1320,17,q2583256hr,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1433,1818,1188,18,q2583256hr,conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
1434,1819,1395,19,q2583256hr,conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1435,1820,2379,20,q2583256hr,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1436,1821,1471,21,q2583256hr,conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
1437,1822,867,22,q2583256hr,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1438,1823,863,23,q2583256hr,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1439,1824,1812,24,q2583256hr,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1440,1825,1380,25,q2583256hr,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1441,1832,3210,2,ql1t4yq3zk,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1442,1833,1393,3,ql1t4yq3zk,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1443,1834,1038,4,ql1t4yq3zk,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1444,1835,1325,5,ql1t4yq3zk,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1445,1836,1503,6,ql1t4yq3zk,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1446,1837,1224,7,ql1t4yq3zk,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1447,1838,960,8,ql1t4yq3zk,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1448,1839,3994,9,ql1t4yq3zk,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1449,1840,4669,10,ql1t4yq3zk,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1450,1841,889,11,ql1t4yq3zk,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1451,1842,4967,12,ql1t4yq3zk,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1452,1843,1855,13,ql1t4yq3zk,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1453,1844,1191,14,ql1t4yq3zk,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1454,1845,1099,15,ql1t4yq3zk,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1455,1846,1029,16,ql1t4yq3zk,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1456,1847,1013,17,ql1t4yq3zk,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1457,1848,965,18,ql1t4yq3zk,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1458,1849,3391,19,ql1t4yq3zk,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1459,1850,2987,20,ql1t4yq3zk,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1460,1851,1310,21,ql1t4yq3zk,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1461,1852,1277,22,ql1t4yq3zk,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1462,1853,1045,23,ql1t4yq3zk,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1463,1854,857,24,ql1t4yq3zk,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1464,1855,669,25,ql1t4yq3zk,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1465,1862,3447,2,qoxu4b574u,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1466,1863,3966,3,qoxu4b574u,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1467,1864,3313,4,qoxu4b574u,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1468,1865,2587,5,qoxu4b574u,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1469,1866,1432,6,qoxu4b574u,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1470,1867,2034,7,qoxu4b574u,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1471,1868,1358,8,qoxu4b574u,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1472,1869,1644,9,qoxu4b574u,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1473,1870,1753,10,qoxu4b574u,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1474,1871,1562,11,qoxu4b574u,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1475,1872,1718,12,qoxu4b574u,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1476,1873,5217,13,qoxu4b574u,conventional,<p>Can you lift that box?</p>,1,3,box,conventional,literal,0
1477,1874,1568,14,qoxu4b574u,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1478,1875,4191,15,qoxu4b574u,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1479,1876,1502,16,qoxu4b574u,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1480,1877,1472,17,qoxu4b574u,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1481,1878,3801,18,qoxu4b574u,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1482,1879,1187,19,qoxu4b574u,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1483,1880,1491,20,qoxu4b574u,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1484,1881,1344,21,qoxu4b574u,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1485,1882,1643,22,qoxu4b574u,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1486,1883,1624,23,qoxu4b574u,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1487,1884,1329,24,qoxu4b574u,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1488,1885,1713,25,qoxu4b574u,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1489,1892,4322,2,qpd52ulhw9,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1490,1893,1908,3,qpd52ulhw9,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1491,1894,1694,4,qpd52ulhw9,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1492,1895,1438,5,qpd52ulhw9,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1493,1896,1520,6,qpd52ulhw9,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1494,1897,2195,7,qpd52ulhw9,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1495,1898,1182,8,qpd52ulhw9,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1496,1899,925,9,qpd52ulhw9,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1497,1900,1601,10,qpd52ulhw9,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1498,1901,1395,11,qpd52ulhw9,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1499,1902,1211,12,qpd52ulhw9,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1500,1903,1624,13,qpd52ulhw9,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1501,1904,2264,14,qpd52ulhw9,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1502,1905,1182,15,qpd52ulhw9,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1503,1906,1366,16,qpd52ulhw9,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1504,1907,837,17,qpd52ulhw9,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1505,1908,1343,18,qpd52ulhw9,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1506,1909,1168,19,qpd52ulhw9,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1507,1910,1063,20,qpd52ulhw9,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1508,1911,1020,21,qpd52ulhw9,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1509,1912,1081,22,qpd52ulhw9,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1510,1913,1319,23,qpd52ulhw9,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1511,1914,1094,24,qpd52ulhw9,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1512,1915,5557,25,qpd52ulhw9,conventional,<p>Can you change the temperature?</p>,1,12,temperature,conventional,literal,0
1513,1922,3065,2,qzrbd91fp6,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1514,1923,1502,3,qzrbd91fp6,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1515,1924,1279,4,qzrbd91fp6,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1516,1925,1063,5,qzrbd91fp6,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1517,1926,991,6,qzrbd91fp6,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1518,1927,1151,7,qzrbd91fp6,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1519,1928,1847,8,qzrbd91fp6,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1520,1929,1655,9,qzrbd91fp6,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1521,1930,1167,10,qzrbd91fp6,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1522,1931,1199,11,qzrbd91fp6,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1523,1932,1039,12,qzrbd91fp6,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1524,1933,1319,13,qzrbd91fp6,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1525,1934,1191,14,qzrbd91fp6,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1526,1935,1631,15,qzrbd91fp6,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1527,1936,2279,16,qzrbd91fp6,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1528,1937,1776,17,qzrbd91fp6,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1529,1938,1142,18,qzrbd91fp6,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1530,1939,1207,19,qzrbd91fp6,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1531,1940,1431,20,qzrbd91fp6,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1532,1941,1864,21,qzrbd91fp6,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1533,1942,1142,22,qzrbd91fp6,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1534,1943,1239,23,qzrbd91fp6,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1535,1944,1333,24,qzrbd91fp6,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1536,1945,1223,25,qzrbd91fp6,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1537,1952,1870,2,rvr9l7jtgc,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1538,1953,1098,3,rvr9l7jtgc,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1539,1954,843,4,rvr9l7jtgc,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1540,1955,1600,5,rvr9l7jtgc,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1541,1956,991,6,rvr9l7jtgc,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1542,1957,1248,7,rvr9l7jtgc,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1543,1958,1154,8,rvr9l7jtgc,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1544,1959,1087,9,rvr9l7jtgc,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1545,1960,2023,10,rvr9l7jtgc,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1546,1961,929,11,rvr9l7jtgc,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1547,1962,834,12,rvr9l7jtgc,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1548,1963,898,13,rvr9l7jtgc,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1549,1964,1068,14,rvr9l7jtgc,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1550,1965,807,15,rvr9l7jtgc,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1551,1966,1042,16,rvr9l7jtgc,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1552,1967,806,17,rvr9l7jtgc,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1553,1968,740,18,rvr9l7jtgc,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1554,1969,1101,19,rvr9l7jtgc,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1555,1970,912,20,rvr9l7jtgc,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1556,1971,1114,21,rvr9l7jtgc,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1557,1972,987,22,rvr9l7jtgc,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1558,1973,829,23,rvr9l7jtgc,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1559,1974,876,24,rvr9l7jtgc,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1560,1975,3732,25,rvr9l7jtgc,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1561,1982,4239,2,sxmuk9r4vp,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1562,1983,2148,3,sxmuk9r4vp,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1563,1984,2492,4,sxmuk9r4vp,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1564,1985,6440,5,sxmuk9r4vp,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1565,1986,2115,6,sxmuk9r4vp,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1566,1987,1554,7,sxmuk9r4vp,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1567,1988,1532,8,sxmuk9r4vp,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1568,1989,1644,9,sxmuk9r4vp,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1569,1990,1267,10,sxmuk9r4vp,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1570,1991,1359,11,sxmuk9r4vp,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1571,1992,1512,12,sxmuk9r4vp,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1572,1993,1307,13,sxmuk9r4vp,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1573,1994,1389,14,sxmuk9r4vp,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1574,1995,1512,15,sxmuk9r4vp,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1575,1996,1810,16,sxmuk9r4vp,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1576,1997,1521,17,sxmuk9r4vp,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1577,1998,2198,18,sxmuk9r4vp,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1578,1999,1655,19,sxmuk9r4vp,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1579,2000,1880,20,sxmuk9r4vp,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1580,2001,1513,21,sxmuk9r4vp,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1581,2002,1511,22,sxmuk9r4vp,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1582,2003,1379,23,sxmuk9r4vp,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1583,2004,990,24,sxmuk9r4vp,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1584,2005,1051,25,sxmuk9r4vp,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1585,2012,1454,2,tj516sz4sy,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1586,2013,1102,3,tj516sz4sy,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1587,2014,1175,4,tj516sz4sy,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1588,2015,1271,5,tj516sz4sy,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1589,2016,903,6,tj516sz4sy,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1590,2017,1072,7,tj516sz4sy,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1591,2018,1398,8,tj516sz4sy,non_conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
1592,2019,1135,9,tj516sz4sy,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1593,2020,967,10,tj516sz4sy,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1594,2021,1031,11,tj516sz4sy,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1595,2022,934,12,tj516sz4sy,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1596,2023,1071,13,tj516sz4sy,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1597,2024,991,14,tj516sz4sy,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1598,2025,1831,15,tj516sz4sy,non_conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
1599,2026,1031,16,tj516sz4sy,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1600,2027,1025,17,tj516sz4sy,non_conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1601,2028,2749,18,tj516sz4sy,non_conventional,<p>My back is really sore.</p>,0,2,back,nonconventional,request,1
1602,2029,40967,19,tj516sz4sy,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1603,2030,5551,20,tj516sz4sy,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1604,2031,1121,21,tj516sz4sy,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1605,2032,1236,22,tj516sz4sy,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1606,2033,1103,23,tj516sz4sy,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1607,2034,887,24,tj516sz4sy,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1608,2035,863,25,tj516sz4sy,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
1609,2042,4904,2,tn3c2avosx,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1610,2043,2080,3,tn3c2avosx,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1611,2044,1878,4,tn3c2avosx,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1612,2045,1789,5,tn3c2avosx,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1613,2046,2002,6,tn3c2avosx,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1614,2047,1642,7,tn3c2avosx,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1615,2048,1800,8,tn3c2avosx,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1616,2049,1946,9,tn3c2avosx,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1617,2050,3059,10,tn3c2avosx,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1618,2051,2609,11,tn3c2avosx,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1619,2052,1869,12,tn3c2avosx,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1620,2053,1787,13,tn3c2avosx,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1621,2054,1664,14,tn3c2avosx,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1622,2055,1575,15,tn3c2avosx,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1623,2056,2238,16,tn3c2avosx,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1624,2057,1844,17,tn3c2avosx,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1625,2058,1293,18,tn3c2avosx,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1626,2059,1607,19,tn3c2avosx,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1627,2060,2441,20,tn3c2avosx,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1628,2061,1586,21,tn3c2avosx,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1629,2062,1721,22,tn3c2avosx,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1630,2063,1833,23,tn3c2avosx,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1631,2064,1507,24,tn3c2avosx,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1632,2065,1360,25,tn3c2avosx,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1633,2072,3259,2,tovcu52fhm,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1634,2073,1567,3,tovcu52fhm,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1635,2074,1502,4,tovcu52fhm,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1636,2075,1691,5,tovcu52fhm,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1637,2076,1700,6,tovcu52fhm,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1638,2077,1430,7,tovcu52fhm,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1639,2078,1553,8,tovcu52fhm,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1640,2079,5303,9,tovcu52fhm,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1641,2080,1545,10,tovcu52fhm,non_conventional,<p>Please dice this onion.</p>,1,15,tomatoes,direct,literal,0
1642,2081,1451,11,tovcu52fhm,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1643,2082,935,12,tovcu52fhm,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1644,2083,995,13,tovcu52fhm,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1645,2084,1489,14,tovcu52fhm,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1646,2085,2729,15,tovcu52fhm,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1647,2086,2574,16,tovcu52fhm,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1648,2087,2969,17,tovcu52fhm,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1649,2088,2366,18,tovcu52fhm,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1650,2089,790,19,tovcu52fhm,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1651,2090,1357,20,tovcu52fhm,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1652,2091,1042,21,tovcu52fhm,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1653,2092,1048,22,tovcu52fhm,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1654,2093,833,23,tovcu52fhm,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
1655,2094,1217,24,tovcu52fhm,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1656,2095,1656,25,tovcu52fhm,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1657,2102,2729,2,ttmshl2bsv,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1658,2103,2196,3,ttmshl2bsv,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1659,2104,1620,4,ttmshl2bsv,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1660,2105,1526,5,ttmshl2bsv,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1661,2106,2099,6,ttmshl2bsv,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1662,2107,1706,7,ttmshl2bsv,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1663,2108,974,8,ttmshl2bsv,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1664,2109,959,9,ttmshl2bsv,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1665,2110,1276,10,ttmshl2bsv,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1666,2111,855,11,ttmshl2bsv,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1667,2112,1441,12,ttmshl2bsv,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1668,2113,1123,13,ttmshl2bsv,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1669,2114,779,14,ttmshl2bsv,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1670,2115,1621,15,ttmshl2bsv,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1671,2116,1021,16,ttmshl2bsv,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1672,2117,1321,17,ttmshl2bsv,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1673,2118,2661,18,ttmshl2bsv,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1674,2119,1770,19,ttmshl2bsv,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1675,2120,866,20,ttmshl2bsv,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
